Epoch,Train Loss,Val Loss,IoU Edge,IoU Corner,F1 Edge,F1 Corner
1,2.4127859331312633,1.9803589781125386,0.0028075317150935354,0.0,0.005578632169913146,0.0
2,1.4468106031417847,1.2514181733131409,0.0005215976334944745,0.0,0.0010362559973838784,0.0
3,1.0304032393864222,0.9980602860450745,0.00461579875627649,0.0009719361939157048,0.00908814746106232,0.0019096952219981524
4,0.7893317682402474,0.7532519201437632,0.004563786799865609,0.008330112777739054,0.008971181000690973,0.016166566782409235
5,0.6348318372453962,0.5777761886517206,0.006290422346431851,0.0,0.012291263452165626,0.0
6,0.5426422655582428,0.6239199837048849,0.018503867568575687,0.0,0.03509495162870735,0.0
7,0.4727526803811391,0.510472352306048,0.287198708348331,2.2842158657676053e-06,0.41959719147000996,4.568208255694203e-06
8,0.4190265947864169,0.5182821204264959,0.3121415992223081,2.2842158657676053e-06,0.4491193622705482,4.568208255694203e-06
9,0.3681165121850513,0.42640020449956256,0.43619210131111597,2.2842158657676053e-06,0.5759133973291942,4.568208255694203e-06
10,0.33891587314151583,0.34334929784138996,0.4144287047286828,0.0,0.5507283515873409,0.0
11,0.30754034505003974,0.32122988253831863,0.5245027251186825,0.0001113596011973208,0.6690549963996524,0.00022242762636215914
12,0.28914591102373033,0.3758000483115514,0.5680478286175501,0.0037264586952958432,0.7122598134336018,0.007330679523182057
13,0.27475942813214804,0.3461714933315913,0.5757507781187693,0.004130744957365096,0.7218974431355795,0.008107590012341029
14,0.2558995151803607,0.2624849279721578,0.5798772899877458,0.022097148644250064,0.721706299554734,0.041664280873235496
15,0.2505499670902888,0.2502344051996867,0.6046866575876871,0.10051025734061286,0.7431339905375526,0.17236227018847353
16,0.23943979612418584,0.23483728617429733,0.6282572604361034,0.11105008755943604,0.7633196938605535,0.18789287155405396
17,0.22925597925980887,0.26535823196172714,0.6030663762773786,0.06302228720769995,0.7424201170603434,0.11285138245494593
18,0.22207734201635634,0.240945835908254,0.6301279366016388,0.24273570697932018,0.7642085154851278,0.36967620643831434
19,0.21202613271418072,0.22118453433116278,0.6472208641824269,0.18303643903207212,0.7784425644647508,0.290039667061397
20,0.20798064839272273,0.20272769530614218,0.6616021579220182,0.24103557212012156,0.7900321909359523,0.36610582648288637
21,0.18915182848771414,0.19549091657002768,0.6541501950649988,0.28471047386881854,0.7839163172812689,0.418047091790608
22,0.19185645381609598,0.19345567872126898,0.6654124756654104,0.32024241141265347,0.7928229485239301,0.46009149828127455
23,0.18796844638529278,0.1856456995010376,0.6503535977431706,0.31959198734589983,0.7826451999800546,0.45507296529554186
24,0.18165298906110583,0.18095227827628454,0.6525897326923552,0.3569088963170846,0.7843859763372512,0.4949714516599973
25,0.17827745101281575,0.19036107261975607,0.6609704820882707,0.28290976202558904,0.7894121947742644,0.4177259283051604
26,0.1793541099343981,0.17926263809204102,0.668027903352465,0.32864278821008547,0.7947147119612921,0.4670318051108292
27,0.172346341468039,0.16868037233750025,0.6730185931637174,0.2913502766085522,0.7989579808144343,0.42471787333488464
28,0.16584286980685733,0.1700179564456145,0.669898639122645,0.37583385354706217,0.7966485222180685,0.5133455427629607
29,0.15988813411621822,0.15945715581377348,0.6747121810913086,0.3401449515173833,0.8003393950916472,0.4760991868873437
30,0.1635808792142641,0.17143385112285614,0.6808518909272694,0.33306354461681276,0.8045822665804908,0.47109814502653624
31,0.16224204571474166,0.1607622094452381,0.6845638099170867,0.37002298093977426,0.8072735213098072,0.5077924150086585
32,0.15403492677779423,0.1588482198615869,0.6803537025338128,0.36027864056328934,0.8034809600739252,0.4980392338974135
33,0.15114110388926097,0.1592973805963993,0.6866361229192643,0.3702002458629154,0.8090384602546692,0.5077318306125346
34,0.15944782254241763,0.1615980938076973,0.682678188596453,0.3980304721210684,0.8055283994901747,0.5368301527840751
35,0.16604498631897427,0.1580740362405777,0.6813897007987613,0.30953930886018843,0.8043629782540458,0.44467513023742605
