Epoch,Train Loss,Val Loss,IoU Edge,IoU Corner,F1 Edge,F1 Corner
1,0.6321424884455544,0.5010064343611399,0.0,0.0,0.0,0.0
2,0.3801142970720927,0.3172132869561513,0.0,0.0,0.0,0.0
3,0.2549478489728201,0.20891083280245462,0.0,0.0,0.0,0.0
4,0.20182920566626958,0.17038564135630926,0.0,0.0,0.0,0.0
5,0.179986277506465,0.15336488684018454,0.0,0.0,0.0,0.0
6,0.16913166784104847,0.14647280300656954,0.0,0.0,0.0,0.0
7,0.16017829875151315,0.13357137267788252,0.0,0.0,0.0,0.0
8,0.15440994536592847,0.13102550183733305,0.0,0.0,0.0,0.0
9,0.14899258599394843,0.1236086239417394,0.0,0.0,0.0,0.0
10,0.14424698374101094,0.12121998518705368,0.0,0.0,0.0,0.0
11,0.14122094072046734,0.11878702044487,0.0,0.0,0.0,0.0
12,0.13975093762079874,0.11672460039456685,0.0,0.0,0.0,0.0
13,0.1370867412714731,0.12226823965708415,0.0,0.0,0.0,0.0
14,0.13534620226848693,0.11570081611474355,0.0,0.0,0.0,0.0
15,0.13433680257626943,0.11205669119954109,0.0,0.0,0.0,0.0
16,0.13254128573905855,0.11174894372622173,0.0,0.0,0.0,0.0
17,0.1312179338364374,0.11185250555475552,0.0,0.0,0.0,0.0
18,0.13063452854042962,0.1099131889641285,0.0,0.0,0.0,0.0
19,0.12891732404629389,0.10780724883079529,0.0,0.0,0.0,0.0
20,0.12731552124023438,0.10849140832821529,0.0,0.0,0.0,0.0
21,0.1269684565209207,0.10635192568103473,0.0,0.0,0.0,0.0
22,0.12715903598637807,0.10684200624624889,0.0,0.0,0.0,0.0
23,0.12531112134456635,0.11432949205239613,0.0,0.0,0.0,0.0
24,0.12620623516184942,0.10737291971842448,0.0,0.0,0.0,0.0
25,0.1250931407724108,0.10510248690843582,0.0,0.0,0.0,0.0
26,0.12455172623906817,0.10418270776669185,0.0,0.0,0.0,0.0
27,0.12357893124932334,0.10906641309460004,0.0,0.0,0.0,0.0
28,0.12374496318045117,0.1030748685201009,0.0,0.0,0.0,0.0
29,0.12286616507030669,0.10325147459904353,0.0,0.0,0.0,0.0
30,0.12328167685440608,0.10259385406970978,0.0,0.0,0.0,0.0
31,0.12246701618035634,0.10202935834725697,0.0,0.0,0.0,0.0
32,0.12256986860718046,0.10237951204180717,0.0,0.0,0.0,0.0
33,0.12266156006427038,0.10330211867888768,0.0,0.0,0.0,0.0
34,0.12137026304290408,0.10215252762039502,0.0,0.0,0.0,0.0
35,0.12197950517847425,0.10279638816912968,0.0,0.0,0.0,0.0
36,0.1229160392568225,0.10633998985091846,0.0,0.0,0.0,0.0
37,0.12155430373691377,0.1015554741024971,0.0,0.0,0.0,0.0
38,0.12139668351127988,0.10126296803355217,0.0,0.0,0.0,0.0
39,0.1208850737838518,0.10146318251887958,0.0,0.0,0.0,0.0
40,0.12073470971414021,0.10309460014104843,0.0,0.0,0.0,0.0
41,0.12026268775974001,0.10117963577310245,0.0,0.0,0.0,0.0
42,0.12058934001695543,0.10082661733031273,0.0,0.0,0.0,0.0
43,0.12092072906948272,0.10069589937726657,0.0,0.0,0.0,0.0
44,0.12092169658059165,0.10062669465939204,0.0,0.0,0.0,0.0
45,0.12007293388957069,0.10119301080703735,0.0,0.0,0.0,0.0
46,0.1200578198546455,0.10061733300487201,0.0,0.0,0.0,0.0
47,0.12081244304066613,0.1005625103910764,0.0,0.0,0.0,0.0
48,0.11993646515267235,0.10043730214238167,0.0,0.0,0.0,0.0
49,0.1201207045288313,0.10038567582766215,0.0,0.0,0.0,0.0
50,0.11975224493514924,0.10078469912211101,0.0,0.0,0.0,0.0
51,0.11993790275993801,0.1002838984131813,0.0,0.0,0.0,0.0
52,0.1196983712060111,0.10027853647867839,0.0,0.0,0.0,0.0
53,0.12017046802100681,0.10020055994391441,0.0,0.0,0.0,0.0
54,0.12050160091547739,0.10028310989340146,0.0,0.0,0.0,0.0
55,0.12051734292791003,0.10019625226656596,0.0,0.0,0.0,0.0
56,0.12048584684019997,0.09986185779174168,0.0,0.0,0.0,0.0
57,0.11977885308719817,0.100444745272398,0.0,0.0,0.0,0.0
58,0.12037105787368048,0.099930123736461,0.0,0.0,0.0,0.0
59,0.1198565165201823,0.09982870022455852,0.0,0.0,0.0,0.0
60,0.1206693138395037,0.1001772607366244,0.0,0.0,0.0,0.0
61,0.11939141509078798,0.09959957003593445,0.0,0.0,0.0,0.0
