Epoch,Train Loss,Val Loss,IoU Edge,IoU Corner,F1 Edge,F1 Corner
1,0.42585396695704686,0.5636978447437286,0.03669890020821532,0.011283342082086685,0.06855332162411373,0.02107822744333784
2,0.1465607342265901,0.1292433242003123,0.0,0.0,0.0,0.0
3,0.09590627820718856,0.09120967487494151,3.1124814302616176e-06,0.0,6.224718942706074e-06,0.0
4,0.07770287671259471,0.08408422643939654,0.002186150770978115,0.0,0.004336508966627575,0.0
5,0.0675667096816358,0.07005868665874004,0.014719316124683246,0.00045173916372559254,0.02784078150788056,0.0008993242906096081
6,0.058643038074175514,0.061805042127768196,0.011627266605501063,2.262187557616493e-06,0.022565831609729987,4.524155797082044e-06
7,0.05212250600258509,0.056765047212441765,0.13982851279988176,0.0016262515619885,0.23875293889570803,0.0032159186666831374
8,0.04800429656392052,0.05011185631155968,0.30597439798570814,0.0007387405937714945,0.4535717460371199,0.0014685572546330235
9,0.04302975517653283,0.0830353486041228,0.42944576484816416,0.0007299861851303527,0.5900181099062874,0.0014471132003347435
10,0.04041751039524873,0.04124003214140733,0.4452019851832163,0.0008102853413826475,0.6016024805250622,0.0016119987787013607
11,0.03724674224143937,0.0681848016877969,0.47150280468520667,0.0025505859216320374,0.6312890606267112,0.005018435263385375
12,0.03683223894664219,0.05857125173012415,0.4897442701317015,0.011508408579088393,0.6476392121542067,0.02197511981995333
13,0.033772582099551245,0.03623936511576176,0.48739178691591534,0.0282033494718018,0.643021319593702,0.05160294601782447
14,0.03270939968171574,0.033773946575820446,0.553869788135801,0.018911102431870642,0.7030737286522275,0.035590630756425004
15,0.030669040445770537,0.03556019036720196,0.5789480024860019,0.027972206484437698,0.7242333236194792,0.05174420064403897
16,0.029870882098163878,0.0331636198485891,0.5923941263130733,0.12518273826156343,0.7369030486969721,0.20787324472552254
17,0.02980097188126473,0.03203447628766298,0.6273054892108554,0.05032989901623556,0.766501954623631,0.09069274073200566
18,0.028501137780646484,0.06711047235876322,0.5652661735103244,0.08133293708254184,0.7107263406117758,0.14330533962874187
19,0.02695475851318666,0.029644382807115715,0.6258304048152197,0.17118274305193198,0.7659956841241746,0.2713248726601402
20,0.0271394970338969,0.027057322828720014,0.6345848568848201,0.17057013866447268,0.7713031286285037,0.2720737244401659
21,0.02512160764031467,0.028041677549481392,0.6749830487228575,0.21135808829040753,0.8028178073111034,0.3264195060446149
22,0.02545781061053276,0.033878784316281475,0.6571624832493919,0.26330317343984333,0.7904914049875169,0.3941752190391223
23,0.024014946161991076,0.025672000056753557,0.6767110200155348,0.18625458161390962,0.8035536692256019,0.2939831923161234
24,0.02372838787379719,0.025077876014014084,0.6761681508450281,0.22326918017296565,0.803217677843003,0.3409728652664593
25,0.024561751323441666,0.025884593836963177,0.6744971005689531,0.2519331583309741,0.8019630767050243,0.3781578813989957
26,0.024370368614438035,0.02719638341416915,0.671708562544414,0.2142675384169533,0.8008339263143993,0.32948237870420727
27,0.022323505642513435,0.024405133289595444,0.6883645029295058,0.19763113008368582,0.8122543153308687,0.3087292473231043
28,0.022987768054008484,0.024812791186074417,0.694016368616195,0.23226517305842467,0.816676656405131,0.35476894091282574
29,0.022042519679026946,0.023723936639726162,0.6961951199032012,0.2072620957735039,0.8178948362668356,0.3215170158516793
30,0.02126865111114014,0.02268352049092452,0.697589479741596,0.2593875907006718,0.8190683722496033,0.3846773888383593
31,0.021229179487341925,0.02250824434061845,0.6996413128716605,0.2726809017892395,0.8207341262272426,0.4011195374741441
32,0.020786877898942856,0.02239900128915906,0.6955404707363674,0.299460259221849,0.8177267398153033,0.43079103458495366
33,0.020277544323887144,0.022509411598245304,0.7050727847076598,0.30640880577266216,0.8245099044981457,0.4373535904146376
34,0.020827081409238633,0.022469055218001206,0.6900906165440878,0.32754685907136827,0.8142332321121579,0.46077031464803786
35,0.020623389232371534,0.021814015228301287,0.6972004657699948,0.2878666991988818,0.8186541455132621,0.41505586604277295
